id,name,street_address,town,postcode,join_date,status,acquisition_source,churn_date
27932,John Davies,63 Church Rd,Ryde,PO33 7VE,2025-04-25,Active,Organic,
27933,John Jones,139 Arctic Rd,Newport,PO30 1AX,2024-08-16,Active,Organic,
27934,John Johnson,59 Arctic Rd,Ventnor,PO38 5PN,2026-02-10,Active,Organic,
27935,Michael Taylor,116 Main Rd,Newport,PO30 2QA,2023-11-15,Active,Leaflets,
27936,Elizabeth Robinson,79 Broadway,Ryde,PO33 5AY,2024-10-16,Churned,Google Search,2025-06-10
27937,John Taylor,136 London Rd,Newport,PO30 9GN,2025-03-30,Active,Facebook Ads,
27938,John Taylor,27 Broadway,Newport,PO30 2EC,2023-06-19,Active,Organic,
27939,Elizabeth Williams,21 London Rd,Newport,PO30 8NW,2024-12-21,Active,Organic,
27940,Patricia Wilson,2 Broadway,Ventnor,PO38 4UW,2024-07-07,Active,Door-to-Door,
27941,Patricia Robinson,116 London Rd,Newport,PO30 4CV,2023-03-21,Active,Organic,
27942,Linda Williams,74 Tithe Barn,Ryde,PO33 1OL,2025-07-11,Active,Organic,
27943,Linda Wilson,11 Broadway,Ryde,PO33 9NO,2025-01-14,Active,Billboards,
27944,James Johnson,73 York St,Newport,PO30 9SQ,2023-10-29,Active,Facebook Ads,
27945,Robert Johnson,24 Park Rd,Ryde,PO33 5HP,2024-11-23,Churned,Organic,2026-03-29
27946,Michael Davies,66 Station Rd,Seaview,PO34 5CC,2023-11-14,Active,Leaflets,
27947,Robert Brown,18 Station Rd,Cowes,PO31 7BQ,2024-04-08,Churned,Organic,2025-07-05
27948,Michael Taylor,3 Church Rd,Cowes,PO31 7CI,2024-12-21,Active,Organic,
27949,Patricia Robinson,122 High St,Newport,PO30 3VI,2025-09-29,Active,Google Search,
27950,Linda Johnson,89 Mill Hill Rd,Ryde,PO33 3MY,2024-10-10,Active,Organic,
27951,Elizabeth Wright,111 High St,Newport,PO30 2QA,2024-11-15,Active,Sponsorship,
27952,John Taylor,95 High St,Ryde,PO33 2LW,2025-09-03,Active,Organic,
27953,Robert Williams,30 London Rd,Ryde,PO33 5RE,2023-06-10,Active,Organic,
27954,Robert Wilson,140 Station Rd,Newport,PO30 3FY,2023-09-28,Active,Google Search,
27955,Patricia Johnson,72 Arctic Rd,Newport,PO30 3IH,2025-10-11,Active,Organic,
27956,Patricia Williams,74 Tithe Barn,Newport,PO30 2WU,2023-09-15,Active,Organic,
27957,John Taylor,37 Arctic Rd,Shanklin,PO37 3KL,2025-06-23,Active,Organic,
27958,James Davies,134 Tithe Barn,Freshwater,PO40 5PK,2023-10-11,Active,Radio Ad,
27959,Linda Brown,8 York St,Ryde,PO33 9RS,2024-05-31,Active,Instagram Influencer,
27960,James Taylor,144 Church Rd,Cowes,PO31 2FH,2025-05-30,Active,Sponsorship,
27961,Mary Johnson,100 York St,Cowes,PO31 4OC,2023-11-06,Active,Sponsorship,
27962,James Jones,20 York St,Ryde,PO33 9NM,2025-10-09,Active,Organic,
27963,Patricia Brown,149 York St,Ryde,PO33 5LI,2024-03-02,Active,Local Fair,
27964,Robert Brown,30 London Rd,Ryde,PO33 7RH,2023-07-13,Active,Organic,
27965,William Jones,58 Arctic Rd,Newport,PO30 3XF,2025-05-23,Churned,Organic,2026-04-09
27966,William Johnson,78 Church Rd,Seaview,PO34 5OZ,2025-05-19,Active,Organic,
27967,Jennifer Brown,96 High St,East Cowes,PO32 6ZF,2023-06-30,Active,Organic,
27968,Michael Smith,112 Broadway,Sandown,PO36 6WH,2025-07-16,Active,Organic,
27969,William Robinson,86 Park Rd,Cowes,PO31 8EE,2023-11-12,Active,Organic,
27970,Mary Robinson,5 High St,Shanklin,PO37 2RS,2025-01-21,Active,Organic,
27971,William Brown,69 High St,East Cowes,PO32 7OM,2024-10-28,Active,Organic,
27972,John Smith,109 Victoria Ave,Seaview,PO34 5VU,2025-11-09,Active,Radio Ad,
27973,John Johnson,26 Arctic Rd,Sandown,PO36 9FL,2023-04-17,Active,Instagram Influencer,
27974,Patricia Johnson,53 Main Rd,Sandown,PO36 8XD,2023-04-18,Active,Instagram Influencer,
27975,James Taylor,105 Tithe Barn,Ryde,PO33 3YL,2025-11-28,Active,Organic,
27976,Elizabeth Brown,77 York St,Cowes,PO31 6FU,2024-12-01,Active,Organic,
27977,James Jones,16 Arctic Rd,Newport,PO30 4TC,2026-01-05,Active,Organic,
27978,John Wilson,34 Park Rd,Ventnor,PO38 2UZ,2025-10-09,Active,Organic,
27979,William Taylor,89 Broadway,Ryde,PO33 8QZ,2025-05-13,Active,Organic,
27980,Mary Wilson,100 Queens Rd,Sandown,PO36 1VS,2024-10-03,Churned,Organic,2026-04-02
27981,Elizabeth Davies,28 Church Rd,Cowes,PO31 5EY,2023-03-01,Churned,Organic,2024-09-04
27982,Robert Wilson,106 Church Rd,Shanklin,PO37 6XL,2023-07-24,Active,Organic,
27983,Elizabeth Robinson,114 York St,Ryde,PO33 8JM,2023-10-13,Active,Instagram Influencer,
27984,Patricia Williams,24 Victoria Ave,Newport,PO30 6KY,2023-03-13,Active,Organic,
27985,Robert Williams,75 Queens Rd,Cowes,PO31 6UH,2024-11-14,Active,Google Search,
27986,James Taylor,139 Main Rd,East Cowes,PO32 5HQ,2026-02-23,Active,Organic,
27987,Jennifer Robinson,32 Tithe Barn,Newport,PO30 3ZR,2024-06-18,Churned,Organic,2024-10-10
27988,James Smith,20 York St,Ryde,PO33 9AO,2025-08-13,Active,Organic,
27989,Mary Wilson,91 Tithe Barn,East Cowes,PO32 8HH,2025-08-31,Active,Organic,
27990,Mary Robinson,97 Main Rd,Ryde,PO33 9UC,2023-10-04,Active,Organic,
27991,William Smith,34 Park Rd,Sandown,PO36 1HK,2025-05-23,Active,Organic,
27992,Patricia Smith,91 Victoria Ave,Ryde,PO33 3LK,2025-04-20,Active,Organic,
27993,William Williams,113 Mill Hill Rd,Ventnor,PO38 3LA,2025-07-17,Active,Door-to-Door,
27994,Michael Taylor,127 Queens Rd,East Cowes,PO32 6JV,2024-02-27,Active,Organic,
27995,Robert Robinson,33 Mill Hill Rd,East Cowes,PO32 5XE,2026-03-24,Active,Local Fair,
27996,Patricia Taylor,62 Mill Hill Rd,Newport,PO30 3JR,2023-06-17,Active,Local Fair,
27997,Elizabeth Smith,14 Tithe Barn,Newport,PO30 6OM,2024-11-13,Active,Sponsorship,
27998,John Brown,79 Mill Hill Rd,East Cowes,PO32 7WA,2023-12-16,Active,Organic,
27999,Mary Johnson,92 Broadway,Totland Bay,PO39 8PA,2023-12-04,Active,Organic,
28000,William Brown,99 Park Rd,Sandown,PO36 5DS,2025-01-22,Active,Organic,
28001,Mary Williams,36 Tithe Barn,Seaview,PO34 6VI,2023-01-18,Active,Organic,
28002,Patricia Smith,132 High St,Newport,PO30 9AF,2024-09-05,Active,Organic,
28003,Jennifer Davies,123 Tithe Barn,Ryde,PO33 9JY,2025-04-30,Active,Organic,
28004,Robert Wilson,150 Station Rd,Freshwater,PO40 9IX,2024-02-26,Active,Local Fair,
28005,John Brown,99 London Rd,Sandown,PO36 1ME,2026-04-17,Active,Organic,
28006,James Robinson,149 Arctic Rd,Ryde,PO33 2LI,2024-02-07,Active,Sponsorship,
28007,Elizabeth Wright,84 London Rd,Newport,PO30 3MQ,2024-04-27,Active,Organic,
28008,Mary Johnson,78 Mill Hill Rd,Ryde,PO33 1MZ,2024-07-09,Active,Organic,
28009,James Smith,46 Park Rd,Newport,PO30 4EB,2024-01-26,Churned,Instagram Influencer,2024-04-27
28010,William Jones,32 Victoria Ave,Newport,PO30 6GX,2025-06-22,Active,Door-to-Door,
28011,Elizabeth Johnson,34 Victoria Ave,Seaview,PO34 7ZU,2023-04-13,Active,Leaflets,
28012,Michael Taylor,108 Arctic Rd,Sandown,PO36 5DX,2025-09-18,Active,Organic,
28013,Jennifer Johnson,66 London Rd,Newport,PO30 3RC,2023-10-22,Active,Leaflets,
28014,John Brown,18 Arctic Rd,Totland Bay,PO39 5KU,2024-07-06,Active,Door-to-Door,
28015,John Wright,83 Broadway,Cowes,PO31 6CF,2026-01-11,Active,Organic,
28016,James Brown,104 London Rd,Freshwater,PO40 4TD,2025-03-17,Active,Radio Ad,
28017,Jennifer Smith,140 Arctic Rd,Sandown,PO36 8WC,2025-08-15,Churned,Organic,2026-02-17
28018,Michael Robinson,48 Church Rd,Shanklin,PO37 5JK,2025-03-23,Active,Facebook Ads,
28019,Robert Johnson,84 Station Rd,Newport,PO30 7DU,2023-06-16,Active,Organic,
28020,Robert Taylor,60 Arctic Rd,Ryde,PO33 4JD,2023-06-27,Active,Google Search,
28021,James Smith,52 London Rd,Sandown,PO36 9IW,2025-05-20,Active,Organic,
28022,Robert Wright,130 Arctic Rd,Newport,PO30 1YK,2023-07-22,Active,Organic,
28023,Michael Smith,140 High St,Ryde,PO33 6TE,2023-11-14,Churned,Leaflets,2025-02-26
28024,Elizabeth Brown,91 London Rd,East Cowes,PO32 6WZ,2025-10-14,Active,Radio Ad,
28025,Mary Wright,58 Church Rd,Shanklin,PO37 8VO,2024-03-11,Active,Local Fair,
28026,William Jones,37 Tithe Barn,Bembridge,PO35 8ER,2023-10-02,Active,Google Search,
28027,Michael Wright,15 London Rd,Ryde,PO33 1BZ,2026-04-10,Active,Google Search,
28028,William Johnson,31 Church Rd,Ryde,PO33 1HB,2025-10-20,Active,Leaflets,
28029,John Robinson,44 Arctic Rd,Yarmouth,PO41 9QG,2025-09-15,Active,Google Search,
28030,Robert Johnson,25 Park Rd,Cowes,PO31 3FL,2025-02-15,Active,Leaflets,
28031,Robert Jones,45 Mill Hill Rd,Newport,PO30 6BR,2023-08-06,Active,Organic,
28032,Mary Wright,39 Victoria Ave,Bembridge,PO35 1WZ,2025-05-27,Active,Sponsorship,
28033,William Taylor,53 Park Rd,Sandown,PO36 1JP,2024-03-09,Active,Local Fair,
28034,William Johnson,97 Main Rd,Newport,PO30 2PH,2023-12-29,Active,Organic,
28035,James Brown,37 Park Rd,Sandown,PO36 6VM,2025-08-19,Active,Organic,
28036,Jennifer Davies,136 Main Rd,Newport,PO30 7WC,2023-09-20,Active,Organic,
28037,John Johnson,7 Broadway,Newport,PO30 2EI,2025-08-28,Active,Billboards,
28038,Robert Wright,85 High St,Newport,PO30 9NH,2024-12-06,Active,Organic,
28039,Linda Johnson,57 Church Rd,Cowes,PO31 3BL,2023-12-24,Churned,Organic,2025-02-16
28040,Elizabeth Wright,116 Broadway,Newport,PO30 8DS,2024-09-26,Active,Organic,
28041,Robert Wright,41 Mill Hill Rd,East Cowes,PO32 3YA,2025-08-29,Active,Door-to-Door,
28042,Elizabeth Wilson,141 Broadway,Ryde,PO33 9AO,2024-02-02,Active,Organic,
28043,Elizabeth Taylor,76 Queens Rd,Ryde,PO33 1ZT,2023-04-11,Active,Leaflets,
28044,Mary Williams,79 Broadway,Cowes,PO31 5EY,2025-01-08,Churned,Organic,2026-04-02
28045,John Jones,139 Tithe Barn,Yarmouth,PO41 5SK,2024-07-17,Active,Organic,
28046,Mary Davies,111 Arctic Rd,East Cowes,PO32 9EW,2025-01-16,Active,Organic,
28047,Michael Brown,83 Main Rd,Newport,PO30 7SL,2025-12-09,Active,Google Search,
28048,Patricia Johnson,74 York St,East Cowes,PO32 9WP,2025-01-22,Active,Organic,
28049,Jennifer Robinson,24 Main Rd,Sandown,PO36 7JV,2024-09-21,Active,Organic,
28050,Mary Jones,52 London Rd,Ryde,PO33 6TA,2025-07-09,Active,Organic,
28051,John Smith,132 Victoria Ave,Ryde,PO33 1OL,2026-03-15,Active,Google Search,
28052,Patricia Wright,68 Arctic Rd,East Cowes,PO32 1ZR,2023-11-26,Active,Google Search,
28053,Linda Jones,33 Park Rd,Ventnor,PO38 3TT,2026-03-12,Active,Organic,
28054,Linda Taylor,150 Park Rd,Shanklin,PO37 7AJ,2026-04-10,Active,Google Search,
28055,Elizabeth Taylor,10 London Rd,Ryde,PO33 6FS,2024-12-18,Active,Organic,
28056,Mary Jones,85 Arctic Rd,Ryde,PO33 7KT,2023-12-19,Churned,Organic,2025-02-26
28057,Mary Taylor,41 York St,Shanklin,PO37 8MG,2025-01-08,Active,Organic,
28058,James Smith,136 Arctic Rd,East Cowes,PO32 9JY,2024-09-06,Active,Organic,
28059,Elizabeth Wilson,139 Arctic Rd,Seaview,PO34 1AT,2024-12-26,Churned,Organic,2025-07-14
28060,Robert Taylor,101 Mill Hill Rd,Yarmouth,PO41 3MN,2024-08-11,Active,Organic,
28061,James Taylor,63 Station Rd,Bembridge,PO35 7LY,2025-03-13,Active,Organic,
28062,William Wright,90 London Rd,Seaview,PO34 6FX,2024-01-13,Active,Organic,
28063,Robert Taylor,111 High St,Ryde,PO33 1BZ,2024-03-05,Active,Organic,
28064,James Taylor,90 Mill Hill Rd,Ryde,PO33 2CF,2025-09-16,Active,Organic,
28065,Michael Williams,26 Park Rd,Sandown,PO36 8LW,2023-04-27,Active,Organic,
28066,Jennifer Wilson,54 Park Rd,Ventnor,PO38 5OR,2024-04-11,Active,Billboards,
28067,Elizabeth Robinson,93 London Rd,Sandown,PO36 2HQ,2024-04-16,Active,Organic,
28068,William Wright,50 Arctic Rd,Seaview,PO34 6FX,2025-03-12,Active,Organic,
28069,Elizabeth Davies,6 Tithe Barn,Ryde,PO33 2ZF,2023-09-02,Active,Organic,
28070,Patricia Smith,114 York St,Bembridge,PO35 7UE,2023-09-07,Active,Door-to-Door,
28071,Jennifer Johnson,114 Broadway,Newport,PO30 5LI,2023-03-26,Active,Leaflets,
28072,William Wright,99 Queens Rd,Newport,PO30 1CT,2024-07-06,Churned,Door-to-Door,2025-09-06
28073,Michael Jones,114 Church Rd,Cowes,PO31 5RG,2026-03-17,Active,Google Search,
28074,Michael Williams,93 Church Rd,Shanklin,PO37 8HH,2025-02-06,Active,Organic,
28075,John Jones,85 Station Rd,Bembridge,PO35 8TC,2023-02-28,Churned,Door-to-Door,2024-10-05
28076,Robert Taylor,35 Queens Rd,Ryde,PO33 1BZ,2023-06-09,Active,Door-to-Door,
28077,James Williams,8 High St,Sandown,PO36 9FV,2025-07-31,Active,Radio Ad,
28078,Robert Jones,129 York St,Newport,PO30 7VT,2025-01-27,Active,Organic,
28079,Patricia Smith,100 Victoria Ave,Cowes,PO31 1SY,2026-03-31,Active,Google Search,
28080,Robert Taylor,44 Church Rd,Sandown,PO36 8WI,2025-08-18,Active,Organic,
28081,Linda Robinson,117 Park Rd,Cowes,PO31 9BU,2025-05-28,Active,Organic,
28082,Michael Smith,49 High St,Newport,PO30 2FB,2024-06-03,Active,Instagram Influencer,
28083,Michael Wilson,150 Queens Rd,Seaview,PO34 4MA,2024-12-03,Active,Organic,
28084,James Johnson,9 York St,Ryde,PO33 1RP,2025-11-14,Active,Google Search,
28085,John Davies,9 Arctic Rd,Sandown,PO36 4IR,2024-10-16,Churned,Google Search,2025-02-23
28086,Robert Williams,143 Arctic Rd,Ryde,PO33 3KY,2023-12-29,Active,Organic,
28087,James Johnson,106 Arctic Rd,Newport,PO30 7OB,2023-03-09,Active,Door-to-Door,
28088,Patricia Jones,86 Mill Hill Rd,Ryde,PO33 8OW,2024-04-16,Active,Organic,
28089,Robert Smith,41 Church Rd,East Cowes,PO32 4VG,2024-02-14,Active,Organic,
28090,John Jones,58 Station Rd,Bembridge,PO35 2MV,2026-04-09,Active,Google Search,
28091,James Johnson,76 Main Rd,Newport,PO30 7GL,2023-02-25,Active,Door-to-Door,
28092,Patricia Williams,10 Broadway,Newport,PO30 6LB,2023-08-24,Active,Organic,
28093,Linda Johnson,33 Victoria Ave,Newport,PO30 6OL,2023-02-01,Active,Door-to-Door,
28094,John Jones,25 High St,East Cowes,PO32 7OM,2024-07-29,Churned,Sponsorship,2024-11-13
28095,Mary Williams,69 London Rd,East Cowes,PO32 4PG,2025-07-21,Active,Instagram Influencer,
28096,Robert Brown,5 Tithe Barn,Ryde,PO33 2WI,2025-06-23,Active,Door-to-Door,
28097,Michael Robinson,148 High St,Sandown,PO36 7LS,2025-07-26,Churned,Organic,2025-11-08
28098,William Jones,24 Station Rd,Freshwater,PO40 3NC,2023-03-14,Active,Organic,
28099,Elizabeth Wilson,37 Arctic Rd,Seaview,PO34 5MD,2023-07-26,Active,Leaflets,
28100,Patricia Davies,114 London Rd,Yarmouth,PO41 9YB,2023-07-27,Active,Organic,
28101,Mary Robinson,63 Queens Rd,Newport,PO30 7SL,2025-07-25,Active,Local Fair,
28102,Michael Smith,30 Mill Hill Rd,Bembridge,PO35 6SR,2024-11-10,Active,Facebook Ads,
28103,James Davies,39 Park Rd,Ryde,PO33 6HL,2024-04-30,Churned,Facebook Ads,2025-10-26
28104,Michael Taylor,79 York St,Ryde,PO33 4JD,2026-01-25,Active,Organic,
28105,Mary Smith,91 Mill Hill Rd,Newport,PO30 4CD,2024-10-16,Active,Organic,
28106,Robert Robinson,109 Station Rd,Ryde,PO33 3MY,2025-07-15,Active,Organic,
28107,Robert Taylor,65 Station Rd,Ryde,PO33 5VB,2024-12-09,Active,Organic,
28108,James Brown,115 Victoria Ave,Bembridge,PO35 2GW,2024-07-17,Active,Facebook Ads,
28109,Robert Wilson,88 Main Rd,Newport,PO30 5MW,2024-10-01,Active,Organic,
28110,Mary Johnson,123 Broadway,Newport,PO30 6KY,2025-10-17,Active,Google Search,
28111,Mary Johnson,86 Queens Rd,Ryde,PO33 4JC,2023-03-01,Active,Door-to-Door,
28112,James Williams,104 Tithe Barn,Newport,PO30 5WL,2023-02-17,Active,Organic,
28113,Elizabeth Taylor,78 York St,Cowes,PO31 8YA,2023-12-11,Churned,Organic,2024-12-05
28114,Patricia Davies,121 Church Rd,Sandown,PO36 7DT,2025-02-24,Active,Billboards,
28115,Jennifer Jones,24 Main Rd,Ryde,PO33 8ZN,2025-04-02,Active,Organic,
28116,Robert Johnson,15 Victoria Ave,Cowes,PO31 1SY,2023-05-11,Active,Organic,
28117,John Williams,80 Church Rd,East Cowes,PO32 8GJ,2023-10-31,Active,Door-to-Door,
28118,William Wright,142 London Rd,Ryde,PO33 6VT,2023-06-09,Active,Door-to-Door,
28119,Elizabeth Wilson,138 Broadway,Ryde,PO33 8HG,2025-02-07,Active,Leaflets,
28120,Michael Williams,136 Queens Rd,Newport,PO30 1CV,2024-11-05,Active,Sponsorship,
28121,Patricia Davies,86 High St,Shanklin,PO37 5SO,2024-03-28,Active,Local Fair,
28122,Jennifer Jones,70 York St,East Cowes,PO32 3PB,2024-10-11,Active,Organic,
28123,Jennifer Wilson,74 Queens Rd,Newport,PO30 5YC,2024-07-19,Active,Leaflets,
28124,Mary Brown,149 Broadway,Sandown,PO36 4EU,2024-03-22,Active,Local Fair,
28125,Linda Johnson,111 Arctic Rd,Freshwater,PO40 4TD,2024-02-02,Active,Sponsorship,
28126,William Wright,114 Queens Rd,Freshwater,PO40 5CF,2025-11-08,Active,Google Search,
28127,Linda Davies,79 London Rd,Seaview,PO34 6IS,2024-03-08,Active,Organic,
28128,Mary Johnson,99 High St,Newport,PO30 9VW,2025-03-25,Active,Organic,
28129,William Johnson,84 Victoria Ave,Ryde,PO33 9UR,2025-05-04,Active,Radio Ad,
28130,Michael Wright,131 Broadway,Totland Bay,PO39 3HK,2024-10-08,Active,Organic,
28131,Patricia Brown,12 High St,Newport,PO30 6CT,2026-03-09,Active,Google Search,
28132,Michael Johnson,131 London Rd,Ryde,PO33 2WK,2024-11-12,Active,Organic,
28133,James Smith,126 London Rd,Newport,PO30 9NV,2024-04-07,Active,Organic,
28134,Elizabeth Robinson,21 Park Rd,Ryde,PO33 3KY,2023-12-05,Active,Organic,
28135,James Brown,55 Station Rd,Yarmouth,PO41 9FN,2024-04-29,Active,Organic,
28136,Patricia Wilson,37 Main Rd,East Cowes,PO32 1PX,2026-01-26,Active,Organic,
28137,Robert Williams,56 Church Rd,East Cowes,PO32 8GJ,2024-01-21,Active,Organic,
28138,Elizabeth Jones,29 Queens Rd,Ryde,PO33 9RA,2025-06-07,Active,Sponsorship,
28139,Jennifer Davies,96 London Rd,Newport,PO30 6PI,2024-04-22,Active,Billboards,
28140,Elizabeth Robinson,34 Broadway,Ventnor,PO38 8YV,2025-10-11,Active,Radio Ad,
28141,Robert Taylor,106 Arctic Rd,Ryde,PO33 7MD,2024-02-14,Active,Organic,
28142,John Johnson,122 Main Rd,Cowes,PO31 2WP,2025-03-18,Active,Organic,
28143,John Wilson,104 Arctic Rd,Yarmouth,PO41 7YF,2024-01-20,Churned,Organic,2024-09-21
28144,William Jones,93 Mill Hill Rd,Ventnor,PO38 1QS,2026-03-22,Active,Local Fair,
28145,James Williams,148 York St,East Cowes,PO32 1IA,2025-06-02,Active,Instagram Influencer,
28146,Elizabeth Wright,79 Victoria Ave,Shanklin,PO37 7QS,2024-11-28,Active,Organic,
28147,Jennifer Wilson,24 Tithe Barn,Cowes,PO31 9FC,2023-05-06,Churned,Organic,2024-08-28
28148,Robert Jones,45 Mill Hill Rd,Sandown,PO36 5UG,2025-06-26,Active,Organic,
28149,Michael Brown,20 High St,Newport,PO30 9RN,2024-03-06,Active,Organic,
28150,Jennifer Jones,69 Mill Hill Rd,Ryde,PO33 6LW,2024-07-07,Active,Organic,
28151,Elizabeth Williams,42 Mill Hill Rd,Newport,PO30 1HE,2025-01-25,Active,Google Search,
28152,Linda Jones,85 Station Rd,Newport,PO30 1CV,2025-10-05,Active,Instagram Influencer,
28153,James Brown,147 Mill Hill Rd,Newport,PO30 3DR,2023-11-27,Active,Google Search,
28154,Michael Robinson,2 Tithe Barn,Ryde,PO33 5XP,2025-07-19,Active,Door-to-Door,
28155,James Taylor,36 York St,Ryde,PO33 6LW,2025-03-17,Churned,Radio Ad,2026-01-06
28156,Mary Wilson,1 York St,Newport,PO30 9AR,2025-10-31,Active,Organic,
28157,Jennifer Wright,119 Queens Rd,Sandown,PO36 7OC,2026-03-28,Active,Google Search,
28158,Elizabeth Williams,146 High St,Seaview,PO34 3RN,2024-12-31,Active,Organic,
28159,Patricia Robinson,8 Church Rd,Newport,PO30 5ZY,2024-03-14,Active,Local Fair,
28160,John Johnson,79 London Rd,Cowes,PO31 1YC,2026-03-22,Active,Local Fair,
28161,James Wilson,77 Main Rd,Bembridge,PO35 5MZ,2023-04-01,Active,Radio Ad,
28162,Elizabeth Robinson,16 Broadway,Ventnor,PO38 8OT,2025-01-09,Active,Door-to-Door,
28163,Linda Johnson,129 High St,Newport,PO30 2AX,2024-11-18,Active,Organic,
28164,Patricia Wright,98 London Rd,Ryde,PO33 8RO,2024-12-15,Churned,Local Fair,2025-10-30
28165,William Taylor,52 York St,Newport,PO30 1KU,2024-01-15,Active,Organic,
28166,John Brown,58 Tithe Barn,Ryde,PO33 2AM,2023-01-28,Active,Sponsorship,
28167,John Jones,39 High St,Newport,PO30 8IK,2024-08-24,Active,Organic,
28168,Robert Jones,117 High St,Ryde,PO33 2LW,2023-09-17,Active,Organic,
28169,John Williams,48 York St,Newport,PO30 9KP,2024-03-09,Churned,Local Fair,2025-02-09
28170,Jennifer Smith,22 Park Rd,Ryde,PO33 8RO,2023-07-11,Active,Organic,
28171,Elizabeth Wright,4 Queens Rd,Newport,PO30 2ZN,2023-12-31,Active,Organic,
28172,Elizabeth Williams,94 Broadway,Bembridge,PO35 2JP,2023-08-26,Active,Organic,
28173,James Johnson,108 London Rd,Freshwater,PO40 5SN,2023-09-17,Active,Organic,
28174,William Brown,57 Mill Hill Rd,Newport,PO30 5LE,2023-09-24,Active,Organic,
28175,Mary Brown,6 Broadway,Shanklin,PO37 5NX,2024-04-14,Active,Billboards,
28176,John Davies,120 Church Rd,Cowes,PO31 7ZX,2025-05-07,Active,Radio Ad,
28177,Mary Smith,95 Queens Rd,Ryde,PO33 8XI,2024-03-03,Active,Local Fair,
28178,Michael Smith,131 High St,Newport,PO30 1HQ,2025-03-23,Churned,Facebook Ads,2025-12-07
28179,Linda Brown,121 Main Rd,Newport,PO30 8XI,2025-07-19,Active,Organic,
28180,Elizabeth Robinson,15 Park Rd,Ryde,PO33 4LR,2024-05-31,Churned,Organic,2025-03-15
28181,Linda Wilson,32 Tithe Barn,Newport,PO30 2IL,2025-04-16,Active,Organic,
28182,John Brown,34 Park Rd,Cowes,PO31 9ZG,2025-06-03,Active,Organic,
28183,Robert Wilson,90 Victoria Ave,Cowes,PO31 4VD,2024-02-08,Churned,Organic,2025-05-02
28184,Elizabeth Davies,67 Broadway,Cowes,PO31 8QX,2024-05-09,Active,Organic,
28185,Robert Johnson,90 York St,East Cowes,PO32 4CJ,2023-04-23,Active,Instagram Influencer,
28186,Michael Davies,105 Broadway,Freshwater,PO40 7EO,2023-03-16,Active,Organic,
28187,James Wright,85 Broadway,Freshwater,PO40 6LD,2023-01-30,Active,Door-to-Door,
28188,Linda Davies,14 Main Rd,Cowes,PO31 8YQ,2023-02-01,Active,Organic,
28189,Linda Davies,76 Park Rd,Cowes,PO31 3GY,2024-11-02,Active,Organic,
28190,Robert Johnson,21 Church Rd,Shanklin,PO37 3XR,2023-11-11,Churned,Organic,2025-04-24
28191,Mary Jones,46 Park Rd,Cowes,PO31 7HV,2023-06-17,Active,Sponsorship,
28192,Linda Taylor,99 Queens Rd,Newport,PO30 3NB,2023-07-07,Active,Organic,
28193,Mary Davies,122 Victoria Ave,Newport,PO30 8IK,2025-01-26,Active,Google Search,
28194,Jennifer Robinson,102 Main Rd,Cowes,PO31 7FV,2026-03-08,Active,Google Search,
28195,John Smith,133 Tithe Barn,Ryde,PO33 7VE,2023-01-06,Active,Organic,
28196,William Smith,52 London Rd,Newport,PO30 2FB,2025-07-16,Active,Organic,
28197,Robert Smith,69 Queens Rd,Ryde,PO33 7OR,2026-03-26,Active,Google Search,
28198,Robert Williams,113 London Rd,Sandown,PO36 2RA,2025-10-28,Active,Organic,
28199,Michael Johnson,50 Arctic Rd,Newport,PO30 7LP,2024-03-29,Active,Organic,
28200,Elizabeth Wright,27 London Rd,Ryde,PO33 6WT,2023-01-11,Active,Organic,
28201,John Brown,140 Church Rd,Newport,PO30 5YC,2023-01-18,Churned,Sponsorship,2023-12-02
28202,Mary Taylor,129 Tithe Barn,Ryde,PO33 1OL,2023-01-28,Churned,Organic,2024-08-16
28203,Linda Wright,30 Tithe Barn,Newport,PO30 8ZU,2025-12-15,Active,Google Search,
28204,Robert Robinson,146 Broadway,Freshwater,PO40 1EE,2025-09-07,Active,Leaflets,
28205,Linda Robinson,4 Main Rd,Ryde,PO33 2SV,2025-01-08,Active,Door-to-Door,
28206,Robert Williams,37 Mill Hill Rd,Ryde,PO33 6LW,2023-01-26,Active,Organic,
28207,Michael Williams,29 Queens Rd,Freshwater,PO40 8MM,2024-01-02,Active,Organic,
28208,William Taylor,9 High St,Ventnor,PO38 2AI,2025-09-26,Active,Google Search,
28209,Robert Robinson,94 London Rd,Newport,PO30 6XX,2023-10-14,Active,Organic,
28210,Jennifer Williams,84 Arctic Rd,Ryde,PO33 2VH,2023-09-23,Active,Google Search,
28211,Linda Smith,80 Queens Rd,Sandown,PO36 7MD,2024-08-24,Active,Organic,
28212,Robert Wright,5 Tithe Barn,Ryde,PO33 5QU,2025-10-01,Active,Organic,
28213,Mary Williams,94 Victoria Ave,East Cowes,PO32 9UR,2025-08-16,Active,Billboards,
28214,Jennifer Wright,125 Park Rd,Sandown,PO36 9FL,2025-01-07,Churned,Door-to-Door,2026-01-31
28215,Mary Wilson,88 York St,Ryde,PO33 9BW,2024-07-27,Churned,Sponsorship,2025-05-22
28216,William Williams,108 Arctic Rd,Cowes,PO31 7GS,2023-11-02,Active,Organic,
28217,Linda Brown,62 Main Rd,Cowes,PO31 1SY,2025-11-21,Active,Sponsorship,
28218,Mary Williams,110 Queens Rd,Ryde,PO33 1VB,2023-03-29,Active,Organic,
